rank,Account Name,No. of Employees,Website,HQ Billing Country,Billing State/Province,Billing City,Billing Street,Billing Zip/Postal Code,Industry,LinkedIn Company Id,Account LinkedIn URL,Core Account Fit Tier,score_size,score_industry,score_tier,score_data,lead_score,category,web_verdict,web_notes,us_contactability,hr_contacts
638,All Surfaces,101,allsurfaces.com,,Minnesota,Minneapolis,1650 W 82nd St Ste 1090,55431,Wholesale Building Materials,90721810.0,https://www.linkedin.com/company/allsurfaces,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
639,Southeast Arkansas Regional Library,51,searlibrary.org,,Arkansas,Monticello,114 W Jefferson Ave,,Hospitality,,https://www.linkedin.com/company/southeast-arkansas-regional-library,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
640,Harrington Construction,51,harringtonconstruction.us,,Massachusetts,Shrewsbury,,,Nonresidential Building Construction,9721022.0,https://www.linkedin.com/company/harrington-construction,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
641,Lucia Landscaping,52,lucialandscaping.com,,Michigan,Roseville,28279 Groesbeck Highway,48066,Landscaping Services,2461915.0,https://www.linkedin.com/company/lucialandscaping,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
642,Endura Products,52,enduraproductscorp.com,,Texas,Midland,1501 North Fairgrounds Road,79706,Chemical Manufacturing,64632967.0,https://www.linkedin.com/company/endura-products-corptx,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
643,Dixon Gallery & Gardens,52,dixon.org,,Tennessee,Memphis,4339 Park Avenue,38117,Museums,3947960.0,https://www.linkedin.com/company/dixon-gallery-&-gardens,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
644,"Suitey, Inc.",52,chloesellsnyc.com,,New York,New York,88 University Pl,,Real Estate,,https://www.linkedin.com/company/chloe-godin-real-estate-nyc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
645,Cory's audio visual,52,corys.pro,,Oklahoma,Oklahoma City,9525 West Reno Avenue,73127,Events Services,1115587.0,https://www.linkedin.com/company/corysconnects,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
646,Zelloo Brokerage,78,zelloo.com,,Florida,Miami Beach,,,Real Estate Agents and Brokers,,https://www.linkedin.com/company/zelloo-brokerage,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
647,Wellspring,51,wellspringhouse.org,,Massachusetts,West Bend,,1930,Individual and Family Services,619425.0,https://www.linkedin.com/company/wellspring-house-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
648,Cbs Mornings,81,cbsnews.com,,New York,New York,865 Battery St,2134,Broadcast Media Production and Distribution,11682240.0,https://www.linkedin.com/company/cbsmornings,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
649,C. G. Bretting Manufacturing,101,bretting.com,,Wisconsin,Ashland,,54806,Wholesale Paper Products,15987091.0,https://www.linkedin.com/company/c.-g.-bretting-manufacturing-co.-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
650,Martek Power,101,martekpower.com,,Pennsylvania,,,,Appliances Electrical and Electronics Manufacturing,83649.0,https://www.linkedin.com/company/martek-power,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
651,House of Printing,103,hopinc.com,,Maryland,Burtonsville,15401 Old Columbia Pike,20866,Printing Services,115637.0,https://www.linkedin.com/company/house-of-printing,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
652,Marquee Event Rentals,103,marqueerents.com,,Illinois,La Grange,4616 West Howard Lane,78728,Events Services,118782.0,https://www.linkedin.com/company/marquee-event-group,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
653,Sanderson Pipe,106,sandersonpipe.com,,Tennessee,Clarksville,1 Enterprise Blvd,32087,Plastics Manufacturing,2322437.0,https://www.linkedin.com/company/sanderson-pipe-corporation,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
654,Advantage Metals Recycling A Nucor Company,106,advantagerecycling.com,,Missouri,Kansas City,510 Walnut Street,64106,Wholesale Recyclable Materials,1559718.0,https://www.linkedin.com/company/advantage-metals-recycling-llc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
655,Average Joe Grow,75,averagejoegrow.com,,Massachusetts,Amesbury,,,Media Production,,https://www.linkedin.com/company/average-joe-grow,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
656,Great Steak,54,thegreatsteak.com,,Illinois,Bloomingdale,,,Food and Beverage Services,,https://www.linkedin.com/company/great-steak/,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
657,Association For Career and Technical Education,75,acteonline.org,,Virginia,Alexandria,1410 King St,22314,Professional Organizations,1099777.0,https://www.linkedin.com/company/association-for-career-and-technical-education,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
658,Delta Dental of Kentucky,75,deltadental.com,,Kentucky,Louisville,13 Elm St,60523,Insurance Carriers,5225172.0,https://www.linkedin.com/company/delta-dental-of-kentucky,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
659,Southern Fasteners & Supply,76,southernfasteners.com,,North Carolina,Winston-Salem,2421 West Clemmonsville Rd.,27127,Turned Products and Fastener Manufacturing,528819.0,https://www.linkedin.com/company/southern-fasteners-and-supply,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
660,"Riverside Machine & Automation, Inc.",75,riverside-machine.com,,Ohio,Genoa,1240 N Genoa Clay Center Rd,,Manufacturing,,https://www.linkedin.com/company/riverside-machine-&-automation-inc.,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
661,Aeropres Corporation,75,aeropres.com,,Louisiana,Shreveport,1324 N Hearne Ave Ste 200,,Oil and Gas,,https://www.linkedin.com/company/aeroprescorp,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
662,Miniat Holdings,77,MiniatHoldings.com,,Illinois,South Holland,16250 Vincennes Ave,60473,Wholesale Raw Farm Products,1432814.0,https://www.linkedin.com/company/ed-miniat-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
663,"Tri-City Extrusion, Inc",76,tricityextrusion.com,,Tennessee,Bristol,1610 Arkansas Avenue,37620,Primary Metal Manufacturing,1680057.0,https://www.linkedin.com/company/tri-city-extrusion-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
664,Earthborne,54,earthborneinc.com,,Pennsylvania,Warrington,35 Easton Road,18976,Construction,,https://www.linkedin.com/company/earthborne-inc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
665,Paoli,75,paoli.com,,Indiana,Paoli,,,Wholesale Furniture and Home Furnishings,343886.0,https://www.linkedin.com/company/paoli-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
666,Ivek,93,ivek.com,,Vermont,North Springfield,10 Fairbanks Rd,5150,Engines and Power Transmission Equipment Manufacturing,10897318.0,https://www.linkedin.com/company/ivek-corporation,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
667,Couristan,93,couristan.com,,New Jersey,Fort Lee,2 Executive Dr,7024,Textile Manufacturing,1111233.0,https://www.linkedin.com/company/couristan-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
668,Weingarten Realty,192,kimcorealty.com,,Texas,Houston,"500 North Broadway, Suite 201",11753,Trusts and Estates,27379.0,https://www.linkedin.com/company/weingartenrealty,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
669,"CDM Systems, Inc.",190,cdmsys.com,,Minnesota,Elk River,430 Main St NW,,Machinery Manufacturing,,https://www.linkedin.com/company/cdm-systems-inc.,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
670,Tippi Toes,189,tippitoesdance.com,,Oklahoma,Tulsa,,75032,Performing Arts,9035499.0,https://www.linkedin.com/company/tippi-toes-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
671,Spare Parts Warehouse,187,partswarehouse.com,,Ohio,Rockwall,2578 Texas 276,75032,Electronic and Precision Equipment Maintenance,2350567.0,https://www.linkedin.com/company/spare-parts-warehouse,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
672,Amusements Of America,200,amusementsofamerica.com,,New Jersey,Plainsboro,666 Plainsboro Rd Ste 1271,,Oil and Gas,,https://www.linkedin.com/company/amusement-of-america-inc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
673,Castillo Del Rey,79,kingscastle.org,,Texas,San Antonio,,,Graphic Design,4216067.0,https://www.linkedin.com/company/castillo-del-rey,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
674,V. Alexander,195,valexander.com,,Tennessee,Memphis,6555 Quince Road,38119,Transportation Logistics Supply Chain and Storage,566726.0,https://www.linkedin.com/company/v.-alexander-&-co.-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
675,E W Williams Publications,193,carwashmag.com,,New Jersey,Fort Lee,2125 Center Ave,,Media Production,,https://www.linkedin.com/company/auto-laundry-news,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
676,Marketsource  Careers,176,marketsource.jobs,,Georgia,Alpharetta,,,Office Administration,11809852.0,https://www.linkedin.com/company/marketsource-inc-careers-page,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
677,"Hader Industries, Inc.",175,haderinc.com,,Wisconsin,New Berlin,15600 W Lincoln Ave,,Machinery Manufacturing,,https://www.linkedin.com/company/hader-industries-inc.,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
678,DVVA Carle Place Restaurant LLC I,172,chateaubriandcaterers.com,,New York,Woodbury,40 Crossways Park Dr,,Real Estate,,https://www.linkedin.com/company/chateau-briand,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
679,Roger Williams Park Zoo,170,rwpzoo.org,,Rhode Island,Providence,1000 Elmwood Ave,2907,Museums Historical Sites and Zoos,106345.0,https://www.linkedin.com/company/roger-williams-park-zoo,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
680,Komu 8 & Mid-missouri Cw,181,komu.com,,Missouri,Columbia,,,Broadcast Media Production and Distribution,19048662.0,https://www.linkedin.com/company/komu8,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
681,Inovis,181,gxs.com,,Maryland,Gaithersburg,,,Securities and Commodity Exchanges,5513.0,https://www.linkedin.com/company/inovis,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
682,Miami Valley Child Development Centers,197,mvcdc.org,,Ohio,Dayton,215 Horace Street,45402,Child Day Care Services,2392937.0,https://www.linkedin.com/company/miami-valley-child-development-centers-inc-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
683,Treasurer Michael Frerichs,244,illinoistreasurer.gov,,Illinois,Springfield,,60604,Consumer Services,,https://www.linkedin.com/company/illinois-state-treasurer,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
684,"Superior Steel, Inc.",250,superstl.com,,Tennessee,Knoxville,5277 N National Dr,,Construction,,https://www.linkedin.com/company/steel-superior,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
685,"W - L Construction & Paving, Inc.",230,w-lconstruction.com,,Virginia,Chilhowie,1484 Highway 107,,Construction,,https://www.linkedin.com/company/w-l-construction-paving-inc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
686,Sp & T News,240,sptnews.ca,,New York,New York,,,Media Production,,https://www.linkedin.com/company/spt-news,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
687,Breakaway Courier Systems,97,breakawaycourier.com,,New York,New York,444 West 36th St.,10018,Freight and Package Transportation,2015514.0,https://www.linkedin.com/company/breakaway-courier-systems,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
688,RE/MAX Connection,96,omni.realestate,,New Jersey,,,,Real Estate,,https://www.linkedin.com/company/remax-connection-nj,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
689,Gsd Contracting,96,gsdcontracting.com,,Florida,Fort Lauderdale,4675 Anglers Ave,33312,Construction,,https://www.linkedin.com/company/gsd-contracting-llc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
690,Cincinnati Ballet,99,cballet.org,,Ohio,Cincinnati,1555 Central Parkway,45214,Performing Arts,58432.0,https://www.linkedin.com/company/cincinnati-ballet,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
691,Mcwane Plant & Industrial,93,mcwanepi.com,,Alabama,Birmingham,1201 Vanderbilt Rd,35234,Metal Valve Ball and Roller Manufacturing,71408691.0,https://www.linkedin.com/company/mcwanepi,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
692,Even Hotels,98,evenhotels.com,,Georgia,Atlanta,,,Hotels and Motels,3636267.0,https://www.linkedin.com/company/evenhotels,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
693,Southway Builders,100,southwaybuilders.com,,Maryland,Baltimore,1318 East Fort Avenue,21230,Nonresidential Building Construction,1200352.0,https://www.linkedin.com/company/southwaybuilders,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
694,Electro-Harmonix / New Sensor,99,ehx.com,,New York,New York,47-50 33rd Street,11101,Musicians,10096464.0,https://www.linkedin.com/company/electro-harmonix-new-sensor-corp-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
695,MT Newswires,99,mtnewswires.com,,Maryland,Bethesda,4720 Montgomery Lane,20814,Online Audio and Video Media,2551723.0,https://www.linkedin.com/company/mt-newswires,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
696,Little Rock Convention and Visitors Bureau,90,littlerock.com,,Arkansas,Little Rock,101 S Spring St,72201,Travel Arrangements,2509207.0,https://www.linkedin.com/company/little-rock-convention-and-visitors-bureau,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
697,Hair Zone INC.,89,sensationnel.com,,New Jersey,Moonachie,10 State St,7074,Manufacturing,,https://www.linkedin.com/company/sensationnel-hair-products-s-a/,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
698,"Bema, Inc.",91,bemaprint.com,,Illinois,Elmhurst,744 N Oaklawn Ave,,Oil and Gas,,https://www.linkedin.com/company/bemaincorporated,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
699,Reagan Power & Compression LLC,91,reaganpower.com,,Louisiana,,,,Oil and Gas,,https://www.linkedin.com/company/reagan-power-compression-llc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
700,Gerber Group,98,gerberbars.com,,New York,New York,145 EAST 57 St.,10022,Hospitality,,https://www.linkedin.com/company/gerber-group,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
701,Detyens Shipyards,167,detyens.com,,South Carolina,North Charleston,1670 Dry Dock Avenue,29405,Shipbuilding,57845288.0,https://www.linkedin.com/company/detyens-shipyards-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
702,Collaborative Support Programs of Nj,166,cspnj.org,,New Jersey,Freehold,11 Spring St,7728,Community Services,651069.0,https://www.linkedin.com/company/cspnj,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
703,Q Center,170,qcenter.com,,Illinois,St Charles,1405 North 5th Avenue,60174,Events Services,311241.0,https://www.linkedin.com/company/q-center-il,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
704,Ohorongo Cement,170,ohorongo-cement.com,,Louisiana,Eros,,,Wholesale Building Materials,1033362.0,https://www.linkedin.com/company/ohorongo-cement-pty-ltd,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
705,New York Health & Racquet Club,170,nyhrc.com,,New York,New York,,,Health and Human Services,92820.0,https://www.linkedin.com/company/nyhrc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
706,Burke,169,burkecorp.com,,Iowa,Nevada,,50201,Wholesale Food and Beverage,641657.0,https://www.linkedin.com/company/burke-corporation,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
707,Beverly,169,beverlyknits.com,,North Carolina,Gastonia,1675 Garfield Dr,28052,Textile Manufacturing,5828988.0,https://www.linkedin.com/company/beverly-knits-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
708,Taylor Oil Co. Inc.,156,tayloroilco.com,,New Jersey,Somerville,77 2Nd St,8876,Oil and Gas,,https://www.linkedin.com/company/taylor-oil-co.,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
709,L'alliance New York,180,lallianceny.org,,New York,New York,42 Rue Blanche,1060,Language Schools,1023386.0,https://www.linkedin.com/company/lallianceny,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
710,Truck Enterprises,155,truckenterprises.com,,Virginia,Harrisonburg,3440 S Main St,22801,Truck Transportation,2576403.0,https://www.linkedin.com/company/truck-enterprises-inc-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
711,"Texas Pipe Works, Inc.",160,texaspipeworks.com,,Texas,Longview,2810 Bill Owens Pkwy Ste 400,,Oil and Gas,,https://www.linkedin.com/company/texas-pipe-works-inc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
712,BAYS,159,bayskids.org,,Florida,Orlando,3104 Cherry Palm Drive,33619,Individual and Family Services,424819.0,https://www.linkedin.com/company/bay-area-youth-services,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
713,Rapid Transport,159,rapidtransport.com,,Texas,Pharr,3814 North Cage Boulevard,78577,Truck Transportation,11647414.0,https://www.linkedin.com/company/rapid-transport,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
714,Automatic Spring Products,158,automaticspring.com,,Michigan,Grand Haven,803 Taylor Avenue,49417,Spring and Wire Product Manufacturing,6351686.0,https://www.linkedin.com/company/automatic-spring-products-corp-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
715,At Your Side Home Care,79,atyoursidehomecare.com,,Texas,Houston,2400 Augusta Dr Ste 260,77057,Services for the Elderly and Disabled,38159001.0,https://www.linkedin.com/company/at-your-side-home-care-corporate,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
716,National Court Reporters Association,244,ncra.org,,Virginia,Reston,12030 Sunrise Valley Drive,20191,Professional Organizations,11118323.0,https://www.linkedin.com/company/nationalcourtreportersassociation,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
717,Boston Magazine,79,bostonmagazine.com,,Massachusetts,Boston,300 Massachusetts Avenue,2115,Periodical Publishing,20084.0,https://www.linkedin.com/company/boston-magazine,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
718,G.a. Productions  Da Ellio's Pizza,156,ellios.com,,Florida,St Augustine,,7644,Food and Beverage Services,,https://www.linkedin.com/company/g-a-productions-llc-d-b-a-ellio-s-pizza,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
719,"The HP Group, LLC",92,hpgroup-sdv.com,,North Carolina,Dunn,700 W Broad St,,Facilities Services,,https://www.linkedin.com/company/the-hp-group-llc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
720,JPA,92,jpa.global,,,,,,Entertainment,79406808.0,https://www.linkedin.com/company/jpa.global,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
721,Quickcable,92,quickcable.com,,Wisconsin,Caledonia,3700 Quick Drive,53126,Appliances Electrical and Electronics Manufacturing,147744.0,https://www.linkedin.com/company/quick-cable-corporation,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
722,Internet Broadcasting,92,nexstardigital.com,,Minnesota,,,,Radio and Television Broadcasting,10279.0,https://www.linkedin.com/company/internet-broadcasting,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
723,Greentouch,94,greentouchlandscape.com,,District of Columbia,Us,,,Consumer Services,,https://www.linkedin.com/company/greentouch,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
724,Ken Toweryâ€™s Tire and Auto Care,85,kentowery.com,,Kentucky,Lexington,,,Rubber Products Manufacturing,10166342.0,https://www.linkedin.com/company/ken-towery%E2%80%99s-tire-and-auto-care,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
725,Legends Sports Bar and Grill,84,legendssportsbarandgrill.com,,Connecticut,Bristol,,,Bars Taverns and Nightclubs,57357471.0,https://www.linkedin.com/company/legends-sports-bar-and-grill,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
726,New York Mutual Trading,84,nymtc.com,,New Jersey,Moonachie,77 Metro Way,7094,Wholesale Alcoholic Beverages,1706096.0,https://www.linkedin.com/company/new-york-mutual-trading-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
727,Re Max Plus,79,remaxfrederick.com,,Maryland,Frederick,,,Real Estate,,https://www.linkedin.com/company/remax-plus,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
728,SPSA,86,spsa.biz,,Georgia,,,,Defense and Space Manufacturing,1364920.0,https://www.linkedin.com/company/spsa,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
729,Airvac Vacuum Sewer Collection Systems,85,airvac.com,,Indiana,Rochester,4217 N Old Us Hwy 31,46975,Water Supply and Irrigation Systems,10959247.0,https://www.linkedin.com/company/airvac-vacuum-technology,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
730,Just For Feet,85,justforfeet.com,,Alabama,Birmingham,7400 Cahaba Valley Rd,35242,Wholesale Footwear,3884683.0,https://www.linkedin.com/company/just-for-feet,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
731,Volunteers in Medicine Clinic Hilton Head Island,87,vimclinic.org,,South Carolina,Hilton Head Island,15 Northridge Dr,29926,Outpatient Care Centers,870933.0,https://www.linkedin.com/company/vimhhi,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
732,Central Association For The Blind and Visually Impaired,89,cabvi.org,,New York,Utica,507 Kent Street,13501,Individual and Family Services,1334720.0,https://www.linkedin.com/company/central-association-for-the-blind-and-visually-impaired,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
733,EOM,89,eomworx.com,,Georgia,Richmond Hill,,,Utilities,7940565.0,https://www.linkedin.com/company/eom-worx,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
734,Premier Real Estate,88,premierreo.net,,Pennsylvania,Philadelphia,,,Real Estate,,https://www.linkedin.com/company/premier-real-estate-inc.,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
735,Taylor Lubricants,88,taylorlubricants.com,,South Carolina,Spartanburg,2586 Southport Road,29302,Oil and Coal Product Manufacturing,9477510.0,https://www.linkedin.com/company/taylor-enterprises-inc-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
736,Lamb & Associates Packaging,86,lambpackaging.com,,Arkansas,Maumelle,1700 Murphy Dr,72113,Packaging and Containers Manufacturing,33198158.0,https://www.linkedin.com/company/lamb-associates-packaging-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
737,Termac,117,termac.com,,Pennsylvania,Philadelphia,7330 Tulip St,19136,Hospitality,,https://www.linkedin.com/company/termac-corporation,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
738,Gator Cases,117,gatorcases.com,,Florida,Lutz,19982 North Dale Mabry Highway,33548,Musicians,313928.0,https://www.linkedin.com/company/gator-cases-inc-/about/,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
739,Cusano's Italian Bakery,120,cusanos.com,,Florida,Pompano Beach,5480 W Hillsboro Blvd Ste 1,33073,Baked Goods Manufacturing,1068752.0,https://www.linkedin.com/company/cusano's-italian-bakery,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
740,Forte Residential  and Forte Home Health Care,120,forteresidential.org,,Indiana,Warsaw,"120 S Lake St, Ste 100",46580,Individual and Family Services,15609196.0,https://www.linkedin.com/company/forte-residential-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
741,Passage Foods,119,passagefoods.com,,Tennessee,Columbia,,,Consumer Services,,linkedin.com/company/passage-foods,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
742,Scranton Products,66,scrantonproducts.com,,Pennsylvania,Scranton,1330 West Fulton Market,60607,Wholesale Building Materials,1588585.0,https://www.linkedin.com/company/scranton-products,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
743,Ud Trucks North America,66,udtrucks.com,,Texas,Austin,,94103,Industrial Machinery Manufacturing,4530083.0,https://www.linkedin.com/company/ud-trucks,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
744,POWELL BROTHERS TBC LLC,65,westernplows.com,,Virginia,Lynchburg,4401 Richmond Hwy,,Machinery Manufacturing,,https://www.linkedin.com/company/western-products,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
745,Legal Aid Society Of Mid New York,78,lasmny.org,,New York,Utica,,13501,Law Practice,,https://www.linkedin.com/company/lasmny,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
746,District Council 9 Iupat,60,districtcouncil9.net,,New York,New York,,,Industry Associations,11080217.0,https://www.linkedin.com/company/district-council-9-iupat,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
747,Sargent Logistics,60,sargentlogistics.com,,Illinois,Chicago,4043 West 52nd Street,60632,Truck Transportation,61263875.0,https://www.linkedin.com/company/sargent-logistics-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
748,Pettit National Ice Center,60,thepettit.com,,Wisconsin,Milwaukee,,,Sports Teams and Clubs,3922683.0,https://www.linkedin.com/company/pettit-national-ice-center,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
749,Landscape Associates,60,laipros.com,,Alabama,Bessemer,2450 Old Hwy. 150,35022,Landscaping Services,15960632.0,https://www.linkedin.com/company/landscape-associates-inc.,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
750,Metal Trades,61,metaltrades.com,,South Carolina,Hollywood,4194  HIGHWAY 165,29449,Shipbuilding,1755495.0,https://www.linkedin.com/company/metal-trades-inc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
751,Southeast Petro Distributors,61,southeastpetro.com,,Florida,Cocoa,402 Highpoint Drive,32926,Natural Gas Distribution,9241182.0,https://www.linkedin.com/company/southeast-petro-distributors-inc-,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
752,Foam Factory,61,thefoamfactory.com,,Michigan,Macomb,,,Rubber Products Manufacturing,2793083.0,https://www.linkedin.com/company/foam-factory,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
753,Grotnes,61,grotnes.com,,Michigan,Niles,,,Industrial Machinery Manufacturing,3225997.0,https://www.linkedin.com/company/grotnesinc,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
754,B.C. Construction Company,65,bococonst.com,,Missouri,,,,Construction,,https://www.linkedin.com/company/b-c-construction-company,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
755,Island Ventures,64,islandventuresinc.com,,Arkansas,,,,Hospitality,,https://www.linkedin.com/company/island-ventures-llc,Tier 3,40,20,7.0,8,75.0,B - Strong fit,,,,
756,Tbs Shipping Services,66,tbsship.com,,New York,Scarsdale,,,Maritime Transportation,148978.0,https://www.linkedin.com/company/tbs-shipping-services,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
757,Aem Group,55,aemgrp.com,,Indiana,Fishers,598 Nance Road,35757,Computers and Electronics Manufacturing,733969.0,https://www.linkedin.com/company/aemg,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
758,Prestige Cleaners,55,prestigecleanersinc.net,,Tennessee,Knoxville,7536 Taggart Lane,37938,Laundry and Drycleaning Services,335948.0,https://www.linkedin.com/company/prestige-cleaners,Tier 3,40,18,7.0,10,75.0,B - Strong fit,,,,
